,avatar,posts,followers,likes,engagement_rate
31828,thekhalifakush,521,367.1K,521,2.3
31829,xmastoras,532,367.1K,532,7.8
31830,money.money22,381,367.1K,381,0.7
31831,vandi_bhranthanmar,3.2K,367K,3.16K,2.2
31832,__s____o,3.1K,369K,3.07K,2.3
31833,bkmonline,9.7K,369K,9.75K,0.1
31834,vagabondhearts,0.9K,369K,0.93K,4.4
31835,afifahnasir93,560,368.9K,560,1
31836,lakshya_suri25,74,368.9K,74,7.9
31837,income,1.1K,368.9K,1.06K,0.9
31838,reyhanatolhossein,4.6K,368.9K,4.63K,1.5
31839,ikeanederland,2.3K,368.9K,2.34K,0.5
31840,nadia_makni,99,368.8K,99,1.8
31841,voilajogja,8.8K,368.8K,8.76K,0.6
31842,johnpawson,1.7K,368.8K,1.72K,1.8
31843,saltandstraw,4.3K,368.8K,4.33K,1.1
31844,natural_video_lover39,1K,368.8K,1K,0.2
31845,ana.stowell,429,368.8K,429,19.2
31846,nikkooficial,228,368.8K,228,0.9
31847,dbacks,9.9K,368.8K,9.86K,1.3
31848,jeremyfragrance,376,368.7K,376,1.1
31849,luboskulisek,1.1K,368.7K,1.07K,4.3
31850,domii.p,102,368.7K,102,15.3
31851,girisibbu,669,368.7K,669,1.3
31852,noortalbi,5.8K,368.7K,5.76K,0.3
31853,nutrideporte,10.3K,368.7K,10.29K,0.4
31854,mariaciuffo,221,368.6K,221,7.6
31855,mariabacodimou,1.3K,368.6K,1.28K,2
31856,daniel_abt,304,368.6K,304,7.4
31857,selinbeauty,284,368.6K,284,0.4
31858,seven_seas_explorer,1.3K,368.6K,1.28K,2.2
31859,ssm.creation,753,368.6K,753,0.6
31860,tazin_shik,1.7K,368.5K,1.69K,1.6
31861,milanfashionweek,4K,368.5K,4K,0.3
31862,crumbsanddoilies,4.1K,368.5K,4.07K,1
31863,loveandwildhearts,4.6K,368.5K,4.58K,0.8
31864,thelosttwo,1.1K,368.5K,1.08K,3.8
31865,actor_vijay_offli,724,368.4K,724,4.3
31866,italyintheworlds,3.3K,368.4K,3.33K,0.9
31867,estellefitz,600,368.4K,600,2.5
31868,beahairs.com_wig.store,22.7K,368.4K,22.75K,0.1
31869,doctorshefali,0.9K,368.3K,0.91K,0.5
31870,raninelgaby,515,368.3K,515,0.7
31871,cozinhasdesucesso,1.3K,368.3K,1.26K,0.7
31872,djdada,6.4K,368.3K,6.43K,0.8
31873,ministeriodaeconomia,1.1K,368.3K,1.10K,0.2
31874,hungrylist,3.8K,368.2K,3.83K,0.1
31875,raja_ajith,851,368.2K,851,13.6
31876,rahull____07,244,368.2K,244,1.1
31877,officialnocta,30,368.2K,30,13.7
31878,strictlyforwomen,2K,368.2K,1.98K,3.7
31879,juozasstat_official,1.6K,368.2K,1.56K,0.3
31880,sisi_jemimah,1.2K,368.2K,1.20K,2.5
31881,sheinelle_o,2.4K,368.1K,2.44K,2.6
31882,mouv,9.1K,368.1K,9.13K,0.2
31883,lauragarciaholahola,1.3K,368.1K,1.33K,1.7
31884,nakitende_esther,3.2K,368.1K,3.21K,1.1
31885,bbcsounds,5.4K,368.1K,5.42K,0.1
31886,americanbully_,8K,368.1K,7.98K,0.4
31887,bima_bmr,378,368K,378,1.9
31888,oliviasumargo,413,368K,413,26.8
31889,priyankaroykundu,127,370K,127,1.8
31890,mbcactioninsta,7K,370K,6.98K,0
31891,oskrlopez1,269,370K,269,0.5
31892,erikka,832,369.9K,832,1.6
31893,miquelantoja,3.3K,369.9K,3.32K,2.9
31894,coldstone,1.2K,369.9K,1.22K,1
31895,myvillageshow_anil,709,369.9K,709,7.9
31896,vivianeaudi,2.2K,369.8K,2.22K,7
31897,bhoomitrivediofficial,1.8K,369.8K,1.84K,1.3
31898,etsyuk,2.7K,369.8K,2.68K,0.2
31899,jonathanwordsofwisdom,544,369.8K,544,1.6
31900,shaynaslife,883,369.7K,883,2.6
31901,ig_mansions,1.1K,369.7K,1.10K,1.6
31902,leoalmodal,1.7K,369.6K,1.66K,0.3
31903,theujjwalsaini,358,369.6K,358,1.7
31904,piramidecenteroficial,10.3K,369.6K,10.30K,0.3
31905,idreamoflove_,2.2K,369.6K,1,0
31906,zhumor.sk,5.3K,369.6K,5.30K,5.6
31907,centralparknyc,2.3K,369.6K,2.28K,0.6
31908,casafeliz,4.5K,369.6K,4.54K,0.7
31909,kokokids,7.4K,369.6K,7.40K,0.8
31910,pryanca_t,2.5K,369.6K,2.46K,0.9
31911,chileandankmemes,3.4K,369.5K,1,0
31912,astroceria,8.5K,369.5K,8.53K,0.1
31913,danielboulud,1.3K,369.5K,1.32K,1.2
31914,micahrichards,124,369.5K,124,9.1
31915,rigeldavis,6.1K,369.5K,6.06K,0.3
31916,radiozuoficial,1.5K,369.4K,1.54K,0.7
31917,eypio,641,369.4K,641,2.3
31918,cindymarin_1,761,369.4K,761,2.3
31919,nvidiageforcede,2.3K,369.4K,2.32K,1.2
31920,babypoms,2.1K,369.3K,2.06K,0.9
31921,harpersbazaararabia,5.3K,369.3K,5.33K,0.5
31922,espntenis,22.2K,369.3K,22.19K,0.6
31923,milesbridges,121,369.3K,121,7.6
31924,vusithembekwayo,2.8K,369.3K,2.83K,1.8
31925,gokhaninler,784,369.3K,784,3.6
31926,laurencooper0813,1.4K,369.2K,1.42K,4.3
31927,marcelaamq,864,369.2K,864,6.4
31928,lollapaloozaar,3.6K,369.1K,3.63K,7.4
31929,celebrity.tn,893,369.1K,893,0.1
31930,mubinstore,136,369.1K,136,0
31931,recetaadictiva,1K,369.1K,0.97K,0.2
31932,sanethebigboy,67,369.1K,67,0.6
31933,learnenglishsentences,2.8K,369.1K,2.82K,2.1
31934,annaewers,698,369.1K,698,2.2
31935,holy,2.8K,369.1K,2.77K,1.2
31936,instapizza_lover,2.3K,369K,2.29K,2.5
31937,needtobreathe,218,369K,218,2.8
31938,dadocesaro,2.2K,371K,2.17K,8.5
31939,harshalvp23,184,371K,184,20.5
31940,bellinamer,381,370.9K,381,2
31941,dusttodigital,2.1K,370.9K,2.05K,3.5
31942,maissahocini,25,370.9K,25,15.8
31943,karelsusanteo,136,370.9K,136,15.2
31944,chiquinhosorvetes,3.2K,370.9K,3.15K,5.1
31945,balapmotor,18.7K,370.9K,18.69K,0.1
31946,mercadona.novedades,0.9K,370.9K,0.91K,1
31947,x_gilda_,3.3K,370.8K,3.28K,6.1
31948,heynasreen,1.5K,370.8K,1.48K,2
31949,__dooms__,233,370.8K,233,14.3
31950,miss_kennedy_303,579,370.8K,579,5.5
31951,isdin,1.2K,370.8K,1.17K,0.7
31952,michaelarthurdiamonds,1.5K,370.8K,1.53K,0.4
31953,vanessa__mariposa,801,370.8K,801,1.1
31954,ahmad_bravogr,485,370.8K,485,0.8
31955,carinalillyberg,1.2K,370.8K,1.20K,9.1
31956,calumheaslip,1.6K,370.8K,1.63K,1.1
31957,aryasukku,233,370.8K,233,13.4
31958,indrabrasco,2.3K,370.7K,2.32K,2.3
31959,lourenanhate,6K,370.7K,5.98K,0.2
31960,blooshop.fr,4.3K,370.7K,4.25K,0.1
31961,gridmotors,7.3K,370.6K,7.28K,0.7
31962,jackpshepherd88,407,370.6K,407,2.5
31963,skromney,597,370.6K,597,1.5
31964,youngfelprefe,1.8K,370.6K,1.76K,0.9
31965,martinemccutcheon,1.4K,370.6K,1.43K,4.5
31966,idzham_ismail,1.5K,370.6K,1.54K,1.4
31967,palomareslive,40,370.6K,40,4.1
31968,harris_reed,1K,370.5K,0.98K,7.9
31969,joshkelly07,0.9K,370.5K,0.93K,4.9
31970,deadbydaylight,233,370.4K,233,5.2
31971,zackfox,74,370.4K,74,15.4
31972,thelimba,4,370.4K,4,11
31973,sofyansap,678,370.4K,678,5.4
31974,nonaberlian14,110,370.3K,110,6.7
31975,handelsblatt,7K,370.3K,6.95K,0.4
31976,tigerpopofficial,1.2K,370.3K,1.21K,2.4
31977,tmytsm,2.6K,370.3K,2.62K,0.7
31978,fcgoaofficial,12.4K,370.3K,12.37K,1.2
31979,casadeperrin,3.9K,370.3K,3.90K,1
31980,yallakurdi,1.3K,370.3K,1.34K,0.2
31981,arujazz,1.1K,370.3K,1.11K,4.5
31982,nuxe,1.3K,370.2K,1.32K,0.3
31983,tusmasguapass,716,370.2K,1,0
31984,mehrdadasadi,239,370.2K,239,1.9
31985,officialraavi,0.9K,370.2K,0.91K,5.6
31986,mahardikayusuf,357,370.1K,357,11.1
31987,dutchperformante,355,370.1K,355,10.4
31988,r1lmedia,13.4K,370.1K,13.42K,0.2
31989,theriyasharmaofficial,266,370.1K,266,5.4
31990,goodmorningtown,1.8K,370.1K,1.83K,2.8
31991,conversacombial,1.3K,370K,1.27K,1.1
31992,chellys_nails,5.1K,370K,5.08K,0.7
31993,factsnknowledge,2.7K,370K,2.70K,0.5
31994,gliomarcontreras,492,372K,492,4.7
31995,stories.of.india,3.7K,371.9K,3.68K,0.8
31996,idgitaf,52,371.9K,52,10.7
31997,_chiiief,84,371.9K,84,3.4
31998,gracevandien,34,371.9K,34,4.5
31999,girly_portraits,1.2K,371.9K,1.24K,1
32000,lucianaabreuoficial,1.6K,371.8K,1.60K,2
32001,stephane.le.gar,413,371.8K,413,2.4
32002,courtnwilliams,1.8K,371.8K,1.83K,2.6
32003,panaceas_pantry,1.4K,371.8K,1.37K,1.2
32004,kingkoraun,25,371.8K,25,3.7
32005,sokhnaaidaranews,1.6K,371.8K,1.61K,0.2
32006,bollywoodmermaids,5.2K,371.8K,5.25K,1
32007,divanidosa,1.5K,371.7K,1.50K,0.4
32008,patrycja__szreder,1.9K,371.6K,1.91K,1.7
32009,nellypazmino,8.8K,371.6K,8.82K,0.5
32010,serietoyboy,147,371.6K,147,18.4
32011,suzannesvanevik,1.6K,371.6K,1.57K,2.2
32012,tiagolemoskt,791,371.6K,791,6.8
32013,bylilianameza,4K,371.5K,3.98K,0.6
32014,angelicaht,5.3K,371.5K,5.30K,1.6
32015,dynamiteclothing,6.1K,371.5K,6.06K,0.6
32016,baahubalimovie,0.9K,371.5K,0.91K,0.6
32017,pragueworld,3.2K,371.4K,3.22K,2.4
32018,refreshersk,23.7K,371.4K,23.73K,1.1
32019,one_piece_videos,765,371.4K,765,2.5
32020,maisondesabre,1.9K,371.4K,1.95K,0.2
32021,austinwaredrums,641,371.4K,641,4.8
32022,iamrichardyap,1.5K,371.4K,1.52K,1
32023,dearmebeauty,1.3K,371.4K,1.26K,1
32024,hankandhenry_,4.8K,371.4K,4.82K,1.9
32025,faranduleateec,8K,371.3K,7.99K,0.1
32026,sayanvroy06,135,371.3K,135,0.1
32027,yekooooong,1.1K,371.3K,1.06K,1.2
32028,cushnie,3.2K,371.3K,3.25K,0.6
32029,kirtisinghx3,1.2K,371.3K,1.25K,1.8
32030,lilybelleclothing,1.6K,371.3K,1.59K,0
32031,gadgets.360,2.4K,371.3K,2.43K,0.3
32032,libreriamo,5.5K,371.3K,5.53K,1.7
32033,motivationattitudesuccess,1.7K,371.3K,1.70K,0.5
32034,numeromagazine,3K,371.3K,3.01K,0.5
32035,ali.almerjany,191,371.3K,191,8
32036,morganoey,1.8K,371.3K,1.77K,1.3
32037,moni_mahoficial,243,371.2K,243,1.3
32038,aliss_blond,361,371.2K,361,2.4
32039,reebokcolombia,2.8K,371.1K,2.84K,0.1
32040,portalangoline,9.1K,371.1K,9.14K,0.2
32041,feralcreature,6K,371.1K,6.01K,1
32042,fridaamaniofficial,633,371.1K,633,0.9
32043,buletin_malaysia,9.7K,371.1K,9.68K,1.3
32044,sophie_xdt,105,371.1K,105,15.1
32045,fitwithzareen,417,371K,417,0.6
32046,bloomsburypublishing,4.4K,371K,4.37K,0.5
32047,negafa_dar_benjelloun,491,373K,491,0.5
32048,virginia.stablum,2.2K,373K,2.23K,2.1
32049,frmheadtotoe,1.9K,373K,1.94K,2.8
32050,clinic_nourefatemi,485,373K,485,0
32051,titaguerrero1,7.1K,373K,7.09K,0.6
32052,thetomhope,5K,372.9K,4.99K,0.2
32053,babaksaeediofficial,216,372.9K,216,1.9
32054,paulsmith,3.8K,372.9K,3.76K,1.2
32055,gordonheuckeroth,1.1K,372.8K,1.13K,3.9
32056,max,171,372.8K,171,4.8
32057,lolafonca,285,372.8K,285,2.3
32058,nerysperez,674,372.8K,674,4.4
32059,kameni237,1.5K,372.8K,1.47K,0.2
32060,madness_online,151,372.8K,1,0.4
32061,zoeydollaz,115,372.8K,115,2.2
32062,alexandermegos,1K,372.7K,0.99K,3.3
32063,tonym_n,120,372.7K,120,4.4
32064,ammakithaali,1.4K,372.7K,1.43K,1.3
32065,baby_videos__,8.4K,372.7K,8.38K,2.1
32066,wisatamalamm500m,2.6K,372.7K,2.57K,1.3
32067,pandora,3.9K,372.7K,3.86K,2
32068,instant_status,1.1K,372.7K,1.10K,2.2
32069,nuni_sandee,5.8K,372.6K,5.78K,0.1
32070,camjordan94,533,372.6K,533,1.7
32071,nicole_spenc,3.1K,372.6K,3.08K,1.8
32072,maccosmeticsgermany,3.6K,372.6K,3.62K,0.3
32073,artur_sikorski,851,372.5K,851,6.2
32074,horrornights,666,372.5K,666,2.8
32075,jordanadoylet,4.7K,372.5K,4.72K,0.7
32076,nicolepallado,0.9K,372.5K,0.93K,15.5
32077,luannacharamba,1.8K,372.4K,1.84K,2.2
32078,trendyontime,5.7K,372.4K,5.72K,0.3
32079,hellomissmay,794,372.4K,794,0.4
32080,super_france,7.9K,372.3K,7.91K,1.4
32081,osopepatrisse,2.2K,372.3K,2.16K,1.5
32082,tough_mudder,5.4K,372.3K,5.35K,0.3
32083,dolcelunashop,4.3K,372.3K,4.35K,0.5
32084,viber,787,372.2K,787,0.1
32085,raiplay_official,4.3K,372.2K,4.29K,0.2
32086,billy_boy_acteur,110,372.2K,110,2.9
32087,me,3,372.2K,3,36.7
32088,zarina_fashion,5.6K,372.1K,5.61K,0.8
32089,nurhayatitahirr,185,372.1K,185,1.2
32090,justarthistory,2.3K,372.1K,2.34K,0.3
32091,mahmoud7enkesh,464,372.1K,464,2.6
32092,mialakraofficial,3K,372.1K,3.01K,1.6
32093,artwithbryn,1.6K,372.1K,1.58K,2.2
32094,hakanuralofficial,139,372.1K,139,4.7
32095,doaaelsebaii,645,372.1K,645,1.2
32096,fitnesss_promoter_,1.1K,372K,1.14K,0.6
32097,dailypostpunjabi.in,27.9K,372K,27.86K,0.1
32098,thrivingonplants,423,372K,423,1.3
32099,doutorarosanaoficial,590,374K,590,2.1
32100,oklmradio,4.7K,374K,4.67K,0.3
32101,djcamilo,13.1K,374K,13.10K,1.1
32102,justmike,565,374K,565,3.5
32103,amneeria,310,374K,310,7.4
32104,nanathnadia,4.4K,373.9K,4.41K,0.6
32105,lauraashleyuk,2.9K,373.9K,2.90K,0.5
32106,julioesmusica,3.9K,373.9K,3.92K,0.4
32107,lustn4lexi,66,373.9K,1,0
32108,neelmishra14.official,1K,373.8K,1.05K,1.3
32109,rozgajelenaofficial,1.3K,373.8K,1.34K,5.1
32110,3familias.ec,6.7K,373.8K,6.68K,0.9
32111,maestro_joao,3.7K,373.8K,3.74K,0.9
32112,killjoyxxi,41,373.8K,41,23.2
32113,raeccaid,273,373.8K,273,0.2
32114,mrjoehahn,657,373.7K,657,4.9
32115,fabiomancini,599,373.7K,599,0.6
32116,nurzhan_aziza_,821,373.7K,821,1.9
32117,prfm_official,1K,373.7K,0.96K,5.6
32118,danielpachecobautista,450,373.7K,450,1.8
32119,receberbem,6.7K,373.7K,6.71K,0.2
32120,samneilltheprop,0.9K,373.7K,0.93K,6.4
32121,aureamusica,1K,373.7K,1.03K,2.7
32122,gulzarwords,1K,373.7K,1.04K,3.2
32123,hannahjensenart,2.1K,373.7K,2.08K,1.1
32124,abelvolksoficial,1.1K,373.7K,1.09K,1
32125,wafaayehia_makeupartist,1.7K,373.6K,1.69K,0.4
32126,tatuajespequenos,1.6K,373.6K,1.58K,1.7
32127,johnstanmeyer,1.7K,373.6K,1.73K,0.8
32128,djjaderasif,504,373.6K,504,4.2
32129,yrushoes,4.9K,373.6K,4.89K,1.1
32130,1gessinger,2.1K,373.6K,2.14K,4.7
32131,ricomarlonz,329,373.5K,329,2
32132,kimhanshops,17K,373.5K,1,0.2
32133,gabryponte,898,373.5K,898,10.5
32134,cl_official_acc,3K,373.5K,3.05K,1.3
32135,raysbaseball,8.7K,373.5K,8.71K,3.8
32136,thewritersaying,12.3K,373.4K,12.28K,0.7
32137,amolparashar,1K,373.4K,0.96K,5.8
32138,streetwearfuck,151,373.4K,151,2.8
32139,letsupp.marathi,16K,373.3K,16.03K,0.7
32140,shure,1.9K,373.3K,1.94K,1
32141,riyapant,354,373.3K,354,1.9
32142,iman_riqz,138,373.3K,138,9.5
32143,woodlandtrust,2.3K,373.2K,2.28K,2
32144,farhanmzln,590,373.2K,590,6.9
32145,infinixnigeria,2.5K,373.2K,2.50K,0.5
32146,aw.collections,3.8K,373.2K,3.84K,0
32147,lojaspompeia,5.7K,373.2K,5.69K,0.1
32148,alessiolapadula,581,373.2K,581,3.7
32149,alissonjordann,1.4K,373.2K,1.38K,8.8
32150,bas_peerapat,430,373.2K,430,1.3
32151,mhrbahmdi,10,373.1K,10,33.8
32152,tylarosie,1.1K,373.1K,1.12K,0.7
32153,rhema_ashok,533,373.1K,533,2.2
32154,julianamoechtar,2.4K,373.1K,2.42K,0.6
32155,lionvault,1.2K,373.1K,1.15K,2.2
32156,sonekanwar,1.6K,373K,1.65K,2.8
32157,penelopeanastasopoulou,2K,375K,1.98K,2.5
32158,emanueleferrari,1.7K,375K,1.67K,16.7
32159,alejandramezadiy,1.4K,375K,1.41K,2.4
32160,majortraeger,1.4K,375K,1.44K,5.2
32161,hope.tanya,139,375K,139,4.8
32162,aerin,6.9K,375K,6.89K,0.7
32163,noravexplora,2.3K,374.9K,2.34K,2.7
32164,rivayacht,2.3K,374.9K,2.34K,1
32165,megus.pusita,3.1K,374.9K,3.08K,0.4
32166,iharshgahlot,1.1K,374.9K,1.11K,1.4
32167,espacodasamericas,10.9K,374.9K,10.91K,0.2
32168,anjaliaroraofficiall,363,374.9K,363,2.5
32169,nextvacay,2.4K,374.9K,2.38K,0.4
32170,pinkmantaray,2.1K,374.9K,2.14K,4.5
32171,meme_indonesia_gokil,6.8K,374.9K,6.80K,1
32172,pangea,1.7K,374.8K,1.67K,2.3
32173,nationalguard,3.1K,374.8K,3.06K,1.4
32174,foodnetworkla,3.5K,374.8K,3.48K,0.1
32175,heavymetal,2.6K,374.8K,2.62K,1.5
32176,artisingh1278hairstyleofficial,2.6K,374.8K,2.62K,2.1
32177,eotech,1.2K,374.8K,1.21K,2.3
32178,bhavimewada11,362,374.8K,362,3.4
32179,mayratercerooficial,1K,374.7K,1.01K,2.7
32180,gorgeous_mbali,2.5K,374.7K,2.52K,3.2
32181,ucla,1.2K,374.7K,1.20K,2.9
32182,khalilmouad,189,374.7K,189,13.8
32183,brownellsinc,6.8K,374.7K,6.78K,1.1
32184,nitrousa,7.5K,374.7K,7.49K,0.9
32185,saracarreiraoficial,194,374.7K,194,11.6
32186,fernanditoactivated,26,374.7K,26,7.1
32187,vokabbeats,2.8K,374.7K,1,0
32188,lorealvarezm,149,374.6K,149,1.8
32189,nogtibest,6.1K,374.6K,6.15K,0.3
32190,talk2ganesh,1K,374.5K,1.01K,1.1
32191,sukiluser,520,374.5K,520,5.1
32192,jorgelunalunera,489,374.5K,489,6.6
32193,vtec_lab,6.2K,374.5K,6.21K,1.1
32194,birds_private,3.3K,374.5K,3.30K,4
32195,miare_love,537,374.5K,537,16.3
32196,ja3danista,2K,374.4K,1.99K,1.3
32197,paulinakurka,1.3K,374.4K,1.33K,2.8
32198,shittyideastrending,6.7K,374.4K,6.67K,0.8
32199,tseanbaila,2.5K,374.4K,2.51K,0.4
32200,beachriot,7K,374.4K,7.03K,0.7
32201,africamagic,5K,374.3K,4.99K,0.1
32202,portrait_modez,2.1K,374.3K,2.05K,0.3
32203,iamdatingfood,4K,374.3K,3.98K,1.6
32204,lmp8519,13.4K,374.3K,13.36K,1
32205,pistisgh,753,374.3K,753,1.4
32206,kimloaiza,1.3K,374.3K,1.31K,2.4
32207,like_laleyenda,1.3K,374.2K,1.26K,11.8
32208,javigilnavarroespn,4.9K,374.2K,4.95K,2.4
32209,land_of_beauty__,1.5K,374.2K,1.54K,0.3
32210,rachellvallori,2.2K,374.2K,2.23K,0.6
32211,dr.oetker_deutschland,1.9K,374.1K,1.95K,0.9
32212,badro_escobar,1.4K,374.1K,1.41K,0.2
32213,joy_confections,11.3K,374.1K,11.29K,0
32214,sarah.thei,432,374.1K,432,9.6
32215,aliceeve,76,374.1K,76,8.8
32216,mazesp,6.4K,374.1K,6.37K,1.1
32217,yasserdesai,890,374.1K,890,4.1
32218,coline,2.9K,374K,2.90K,4.1
32219,mostlyspiritual,259,376K,259,1.3
32220,alyciamarie,800,376K,800,8
32221,jcrudess,3.6K,375.9K,3.59K,0.9
32222,nutribullet_ec,367,375.9K,367,0
32223,maggiegrace,706,375.8K,706,3.8
32224,dubai_calendar,3.7K,375.8K,3.75K,0.1
32225,kilianbess,328,375.8K,328,6.2
32226,luisfernandez14,3.3K,375.8K,3.28K,0.4
32227,danieleturturici,424,375.8K,424,4.2
32228,turana_rich,578,375.7K,578,0.2
32229,ponnu2292,433,375.7K,433,0.8
32230,missbumbumbrasil,1.7K,375.7K,1.66K,0.1
32231,metbex_ev_esyalari_burada,21.8K,375.7K,21.79K,0
32232,queenofluna,528,375.7K,528,3.2
32233,crmjewelers,5.1K,375.7K,5.11K,0.4
32234,kuran,1.1K,375.7K,1.12K,6.1
32235,kristijanilicic,1.2K,375.6K,1.15K,5.6
32236,vivo_malaysia,2.7K,375.6K,2.69K,0.1
32237,thirdlove,3.8K,375.6K,3.82K,0.1
32238,danishkhann,1K,375.6K,0.95K,2.1
32239,odernichtoderdoch.de,4.6K,375.6K,4.58K,0.5
32240,sofre_shik,3.5K,375.6K,3.48K,0.8
32241,mapiful,1.9K,375.6K,1.89K,0.4
32242,searina,3.7K,375.6K,3.70K,0.2
32243,blissim,5.8K,375.6K,5.79K,0.7
32244,kidsfootlocker,6.7K,375.4K,6.70K,0.2
32245,moda_dulceangel,12.5K,375.3K,12.52K,0
32246,tatisantoswt,3.5K,375.3K,3.48K,0.7
32247,scarletbegonias_wildroses,2.6K,375.3K,2.57K,0.3
32248,fenamenal,5.1K,375.3K,5.12K,0.5
32249,btsmemestoday,6.6K,375.2K,6.63K,4.4
32250,noticiasdatvoficial,8.5K,375.2K,8.49K,0.6
32251,isyariana,1.2K,375.2K,1.21K,2.6
32252,asthanarangofficial,1.6K,375.2K,1.61K,2.2
32253,nomadshubham,96,375.2K,96,11.3
32254,eugeschlatter,1.6K,375.1K,1.57K,0.9
32255,___lemii___,2.2K,375.1K,2.18K,2.5
32256,livefolk,3.3K,375.1K,3.33K,0.9
32257,ehl.e.jaan,2.8K,375.1K,2.80K,0.1
32258,mpasibayisehat,6.6K,375.1K,6.59K,0.1
32259,penelope,180,375.1K,180,15.9
32260,lasenora_boutique,205,377K,205,0.2
32261,justaportrait,2.9K,377K,2.89K,1.5
32262,cindypriscilla,1.6K,377K,1.57K,1.3
32263,marissahaque,19.6K,376.8K,19.58K,0.1
32264,zorzoary,1.3K,376.8K,1.29K,0.7
32265,humorlucumi,3K,376.8K,3.02K,0.7
32266,duduborgesvip,4.6K,376.8K,4.61K,0.6
32267,tutete,4.5K,376.8K,4.54K,0.2
32268,revolutionskincare,3.6K,376.8K,3.59K,0.3
32269,emmakeitmann,354,376.8K,354,2.9
32270,fullyrosebyrne,79,376.8K,79,5.8
32271,danedebruin,1.7K,376.7K,1.66K,2
32272,maccosmeticsjapan,2.5K,376.7K,2.47K,0.7
32273,zeekeralam,23.1K,376.7K,23.07K,0.1
32274,imbadkidhannah_,15,376.7K,15,11.1
32275,marikarossa,2.4K,376.7K,2.44K,2.2
32276,oriflameindia,4.6K,376.6K,4.65K,2.4
32277,shopatbanananina,16.2K,376.6K,1,0.1
32278,petedunneyxb,1.8K,376.6K,1.78K,3.6
32279,girlstyle.tw,11.6K,376.6K,11.62K,0.7
32280,jimdunlopusa,2.6K,376.6K,2.59K,0.3
32281,_shayari.feel,415,376.6K,415,0.3
32282,theclutchless,1.8K,376.6K,1.81K,8
32283,esterdean,114,376.6K,114,0.9
32284,job_updates_with_radha,205,376.5K,205,0.9
32285,blackskinbeauties,8.7K,376.5K,8.68K,0.4
32286,teresaseco,880,376.5K,880,4.6
32287,lorenmercadaloficial,2.6K,376.5K,2.59K,1.3
32288,mohamedsanu,824,376.5K,824,3.6
32289,tobecallsmefat,317,376.5K,317,9.4
32290,beverlyjoubert,1.6K,376.5K,1.64K,1.4
32291,humbertotan,4.1K,376.5K,4.05K,1.2
32292,lajedet,0.9K,376.5K,0.94K,12.2
32293,laracscandar,871,376.5K,871,3.4
32294,gamiegamie,5.7K,376.4K,5.74K,0.6
32295,officiallivepd,439,376.4K,439,4
32296,esteelauderrussia,2.1K,376.4K,2.13K,0.6
32297,darwis_triadi,12.8K,376.4K,12.78K,0.4
32298,scatha.cl,3.5K,376.4K,3.48K,0.2
32299,danielwfletcher,1.6K,376.3K,1.56K,1.6
32300,vaporesso_ecig,6.1K,376.3K,6.08K,0.2
32301,ilkinkaracan,2.1K,376.3K,2.12K,3.3
32302,stomachfriedchicken,225,376.3K,225,0.5
32303,thug_podu,2.3K,376.3K,2.28K,7.1
32304,melaniesubono,5K,376.3K,5K,0.9
32305,bluhydrangea_,327,376.2K,327,8.1
32306,tiffpenguin,1.8K,376.2K,1.76K,1.1
32307,novicompu,8K,376.2K,7.97K,0.1
32308,memendurehmen56,636,376.2K,1,2.3
32309,singingposts_,216,376.2K,216,2.5
32310,pramudiita99_,173,376.2K,173,3.6
32311,ride_bmc,2.5K,376.1K,2.54K,1.9
32312,muhammadyoussefofficial,476,376.1K,476,2.6
32313,astolwho,31,376.1K,31,7
32314,majawyh,3.6K,376.1K,3.64K,0.6
32315,thekamalkhan,2K,376K,1.98K,1.7
32316,parquescolombia,2.8K,378K,2.80K,0.7
32317,igkhair,3.2K,378K,3.21K,0.1
32318,amberscloset,1.8K,378K,1.82K,3.8
32319,odvictorsanchez,2.5K,378K,1,0
32320,feltrinelli_editore,8.1K,377.9K,8.05K,0.2
32321,jannethlachiky,6K,377.9K,5.97K,2.3
32322,nikonaustralia,2.7K,377.9K,2.73K,0.7
32323,qilichbekmadaliyev_official,400,377.9K,400,0.5
32324,tolloczkoklaudia,142,377.9K,142,0.4
32325,aaronkirman,781,377.9K,781,0.4
32326,gorgeous_katrina,11.7K,377.9K,11.73K,0.4
32327,tester_a_casablanca,1.7K,377.8K,1.69K,0.2
32328,dapperedman,7.3K,377.8K,7.34K,0.1
32329,nm_meiyee,843,377.8K,843,4.4
32330,kuarteto,10.4K,377.8K,10.35K,0.2
32331,chateaugudanes,1.1K,377.8K,1.08K,3.5
32332,klaudia.owczarek,1K,377.8K,0.99K,6.8
32333,monicavinader,3.3K,377.7K,3.30K,0.4
32334,latifalshamsi,7K,377.7K,6.99K,0.4
32335,asyrafjamall,221,377.7K,221,1.8
32336,prismacolor,507,377.7K,507,3.5
32337,gpcocina,3.1K,377.6K,3.14K,1.2
32338,khushibhardwaj_official,1.2K,377.6K,1.24K,2.9
32339,chufy,2.5K,377.6K,2.51K,0.7
32340,preme,363,377.5K,363,2.5
32341,joshlamonaca,1.7K,377.5K,1.66K,3.3
32342,kt.corp,546,377.5K,546,0.3
32343,loligortari,0.9K,377.4K,0.94K,4.9
32344,korinakanela,224,377.4K,224,1.3
32345,diogomontpro,3.7K,377.3K,3.73K,1.6
32346,rhude,1.1K,377.3K,1.15K,0.9
32347,procreate.tips,1.8K,377.3K,1.81K,1.9
