id,avatar,posts,followers,likes,engagement_rate
14194,entertainmentweekly,17.9K,2.3M,17.86K,0.1
14195,sbahle_mpisane,1.8K,2.3M,1.76K,0.6
14196,binnudhillons,2.1K,2.3M,2.11K,1.6
14197,callmecarsonyt,245,2.3M,245,13.9
14198,alice.debortoli,1.1K,2.3M,1.14K,5.4
14199,climamgta,41K,27K,40.98K,0.1
14200,goldsmithtattooer,792,27K,792,1.4
14201,durjoydhaka,476,27K,476,0.4
14202,beoil_chen,2.2K,27K,2.20K,0.9
14203,minoz_penny,5.9K,27K,5.87K,0.1
14204,inti_makeupstore,838,27K,1,0
14205,forever_reesey,93,27K,1,0.1
14206,ecrunewyork,2.8K,27K,2.78K,0.2
14207,anyikopr,13K,27K,12.96K,0.1
14208,mgmotormx,271,27K,271,0.6
14209,collectiblefair,468,27K,468,1.1
14210,bulis23,822,27K,822,1.9
14211,singingtalent__,2.7K,27K,1,0.1
14212,adieushoes,1.7K,27K,1.67K,2.4
14213,oldsol.me,1.3K,27K,1.29K,1.7
14214,grandmalovesyoutoronto,576,27K,576,1.6
14215,trinebrunsvig,3.7K,27K,3.71K,2.8
14216,gimenez_nico10,391,27K,391,4
14217,ugr.ugurlu,439,27K,439,7.6
14218,bukudatdude,2K,27K,1.95K,2.9
14219,instaeroplane,1.3K,27K,1.31K,2
14220,photofrank.ch,864,27K,864,0.5
14221,eshubhpuja,2.1K,27K,2.09K,0
14222,maharashtra_clickers,8,27K,1,0
14223,scottantiquemarkets,1.8K,27K,1.78K,0.2
14224,arcadiayachts,380,27K,380,1.7
14225,julianapereirra,472,27K,1,0
14226,herhappyface,2.4K,27K,2.35K,2.3
14227,darraghkenny,390,27K,390,5.4
14228,esthersfairytalehouse,1.3K,27K,1.30K,0.2
14229,heynoonamedia.id,1.5K,27K,1.45K,102.9
14230,nutritionplanett,135,27K,135,0.6
14231,lazeez16,2K,27K,2.04K,2.5
14232,bollywoodloversindonesia,2.7K,27K,2.70K,0.2
14233,buytrap,132,27K,132,16.6
14234,conceptmgt,4K,27K,3.98K,0.4
14235,monnaang,166,27K,166,1.6
14236,lbbgoa,2K,27K,1.97K,0.7
14237,afra_shaiu,291,27K,291,1.4
14238,paulthomasflowers,0.9K,27K,0.91K,1.4
14239,papeterie,1.9K,27K,1.86K,0.1
14240,philspeiser,2,27K,2,6.8
14241,barberdivulguebrasil,2K,27K,2.02K,0.6
14242,bholeoye_,1.2K,27K,1.19K,2.1
14243,kunnba,1.4K,27K,1.37K,1.1
14244,nightlifeofchandigarh,1.4K,27K,1.39K,1.1
14245,myweekendfeels,567,27K,567,0.2
14246,celestial_aeon_project,622,27K,622,0.4
14247,esterbronze,380,27K,380,0.3
14248,amitbeats,1.1K,27K,1.07K,1.7
14249,sabischo_gagalittlemonster,9.1K,27K,9.11K,1.5
14250,unlimitedireland,1.8K,27K,1.78K,5.2
14251,diieselly,1.1K,27K,1.08K,2.1
14252,brokenrose_yk,313,27K,313,2.2
14253,dr.smirnova_elena,413,27K,413,1.7
14254,santiagoziesmer_official,794,27K,794,3.7
14255,onealrodriguez,1.5K,27K,1.55K,1.3
14256,democratas,2.6K,27K,2.59K,1.5
14257,amaanalibangash,1.5K,27K,1.52K,1.2
14258,nicollferreiraa,328,27K,328,4
14259,clairejedrek,5.5K,27K,5.50K,2
14260,kaboommag,2.6K,27K,2.63K,0.5
14261,phantompress,3.7K,27K,3.70K,2.2
14262,domoscordoba,822,27K,822,1.6
14263,am_cinematheque,3.4K,27K,3.36K,0.4
14264,livingstonebakery,1.8K,27K,1.78K,0.3
14265,differentdoors,1.5K,27K,1.48K,1.5
14266,pierredegreef,1.1K,27K,1.12K,1.5
14267,deanraymusic,8,27K,8,0.6
14268,keshav_kainth,28,27K,28,29.5
14269,lestiroirsdemarinetflora,0.9K,27K,0.94K,1
14270,germaingrangier,1K,27K,1K,4.8
14271,lennoncourtney,1.6K,27K,1.57K,1
14272,readyjetaway,183,27K,183,0.8
14273,little_red_corvette_,1.9K,27K,1.91K,0.8
14274,supa_unit,4K,27K,4.03K,0.3
14275,gan_g,44,27K,44,4.7
14276,sparklingtrendsboutique,2.9K,27K,2.89K,0.1
14277,dinara_rudan,1.7K,27K,1.74K,3.4
14278,alkhaleejiafurniture,4.7K,27K,4.70K,0
14279,capedara,3.2K,27K,3.23K,0.2
14280,myllanmodas,852,27K,852,0.1
14281,preetgrewal1100,696,27K,696,0.7
14282,bakti_tama_,0.9K,27K,0.93K,2
14283,avid1wheels,893,27K,893,1.1
14284,thedoughbros,335,27K,335,3.9
14285,korean.makeup.club,375,27K,375,2.1
14286,isusko_oficial,408,27K,408,4.5
14287,hessaqueeny,158,27K,158,0.6
14288,alexwehrley,1.5K,27K,1.46K,3.8
14289,rajukanneboina,368,27K,368,28.9
14290,whatshewore___,1.2K,27K,1.24K,1.5
14291,froknroll,126,27K,126,15.2
14292,kashur_loveandlaughter,3.4K,27K,3.43K,0.9
14293,natalia_nu1rich,12.3K,27K,12.32K,0.8
14294,todadubai,335,27K,335,1.2
14295,lutaofficial_,0.9K,27K,0.92K,1.3
14296,silkargentina,111,27K,111,3.6
14297,djzardonic,849,27K,849,2.6
14298,cliffside_rio,50,27K,50,2.1
14299,zumba,6.3K,3.1M,6.35K,0.3
14300,adizthebam,3K,3.1M,2.97K,1
14301,iamdimepiece,202,3.1M,202,3.6
14302,uefa_official,2.2K,3.1M,2.22K,0.8
14303,iyavillania,1.7K,3.1M,1.74K,0.9
14304,aryfontoura,876,3.1M,876,7.6
14305,itsmelavanya,392,3M,392,3.3
14306,jaywheelerpr,55,3M,55,5.3
14307,chico_1980,1K,3M,1.01K,1.2
14308,meghaakash,255,3M,255,7.6
14309,cpcollectives,6.6K,3M,6.65K,1.1
14310,hectorbellerin,629,3M,629,6.6
14311,timowerner,310,3M,310,10.7
14312,isogand,177,3M,177,7.4
14313,naruto,1.7K,3M,1.72K,6
14314,netshoes,2.8K,3M,2.75K,0.1
14315,bitoeyrsiam,13.4K,3M,13.42K,0.9
14316,missnyctagina,1.8K,3M,1.81K,0.7
14317,beaches_n_resorts,5.9K,3M,5.92K,0.4
14318,iambisola,1K,3M,0.99K,1.3
14319,vargasss92,433,1.7M,433,3.8
14320,babbumaaninsta,367,1.7M,367,6.9
14321,kat_safarova,643,1.7M,643,4.4
14322,usykaa,858,1.7M,858,2.9
14323,demitebow,1.7K,1.7M,1.68K,2.3
14324,thereallyricmichell,167,1.7M,167,3.4
14325,punjabi_tadka,71.9K,1.7M,1,0
14326,joelsartore,2.3K,1.7M,2.33K,1
14327,cocorocha,4.1K,1.7M,4.13K,1.7
14328,jorginhofrello,464,1.7M,464,4
14329,polimernews,18.5K,1.7M,18.51K,0.5
14330,luchydonalds,1.3K,1.7M,1.29K,0.5
14331,juliaticaofficial,705,1.7M,705,1.7
14332,urshappyraikoti,1.5K,1.7M,1.47K,1.4
14333,kishwersmerchantt,4.4K,1.7M,4.38K,1.5
14334,kfc,827,1.7M,827,0.4
14335,bouttier_maxime,611,1.7M,611,1
14336,elevationchurch,1.3K,1.7M,1.32K,0.4
14337,cultbeauty,7.1K,1.7M,7.11K,0.5
14338,amelie_lens,1.5K,1.7M,1.48K,3.6
14339,iamtravelr,2.9K,1.7M,2.91K,0.6
14340,bulutbagci,2.4K,1.7M,2.36K,0.4
14341,aimeelouwood,442,1.7M,442,4.3
14342,valelizcano,8K,1.7M,8.01K,0.5
14343,arm_wc,2.3K,1.7M,2.35K,5.5
14344,heyitspriguel,416,689.9K,416,21.1
14345,studioolafureliasson,4.9K,689.9K,4.85K,0.5
14346,lifestyle_azz,1.4K,689.8K,1.39K,1.6
14347,sonodeddy,50,689.8K,50,21.7
14348,anahita_bhooshan,531,689.8K,531,7.6
14349,kellyvedovelli,12,689.8K,12,5.8
14350,larepublica_pe,8.8K,689.7K,8.77K,0.3
14351,sanampuri,754,689.7K,754,9.6
14352,teddanson,171,689.6K,171,3.3
14353,jaredhaibon,691,689.6K,691,2.4
14354,claressashields,1.9K,689.2K,1.85K,1.6
14355,manitjoura,748,689.2K,748,6.4
14356,srindaa,589,689.1K,589,1.5
14357,mohsin.naveed.ranjha,4.7K,689K,4.70K,0.4
14358,maisonkitsune,3.6K,689K,3.56K,0.1
14359,katerinastash,1K,689K,1.02K,1.6
14360,1stdibs,3.3K,688.9K,3.29K,0.9
14361,aarju.dhillon,637,688.8K,637,0.4
14362,decathlonbrasil,2.2K,688.8K,2.22K,0.1
14363,jackiesmithba,5.3K,688.6K,5.33K,0.5
14364,deejaypallaside,1.3K,688.6K,1.32K,4.6
14365,victoriatornegren,1.5K,688.6K,1.55K,1.9
14366,nails2inspire,4.3K,688.6K,4.28K,0.1
14367,blancapadilla,1.9K,688.5K,1.89K,2.4
14368,katylove_s,5.9K,688.4K,5.87K,0.6
14369,jacqueline_g_v,5.3K,688.4K,5.32K,0.7
14370,hunterhayes,1.2K,688.3K,1.15K,2.4
14371,kelllycheung,1.9K,688.2K,1.87K,5.5
14372,world_of_asians,52.8K,688.1K,52.84K,0.2
14373,love,1.6K,688.1K,1.61K,2.2
14374,exxen,1.6K,688.1K,1.64K,0.2
14375,cmt,8.2K,688K,8.21K,0.3
14376,fardadfarahzad,2.3K,688K,2.26K,0.6
14377,proudlock,3.9K,688K,3.93K,1.6
14378,rahulsubramanic,834,687.9K,834,5.9
14379,alexisohanian,2.9K,687.7K,2.93K,3.7
14380,srtajaramillo,2.4K,687.7K,2.37K,1.1
14381,jperryofficial,308,687.7K,308,0.6
14382,hanyshaker,1.2K,687.6K,1.18K,0.3
14383,sydneylcarlson,766,687.5K,766,11.3
14384,vw,1.5K,687.4K,1.47K,1.1
14385,beachbunnyswimwear,9.7K,687.2K,9.74K,0.1
14386,alexdwong,1.1K,687.1K,1.12K,10.2
14387,soveenn,162,687.1K,162,3.4
14388,nickresortpuntacana,1.2K,156K,1.18K,0.6
14389,koplak.ngakak,3.1K,156K,3.10K,5.9
14390,frenchylovesyou,2.2K,156K,2.16K,1.4
14391,telefon_baki,10.8K,156K,10.80K,0.2
14392,abbah_process,593,156K,593,2.3
14393,seleramakan,4.5K,156K,4.49K,0.3
14394,gioielleriaesposito,4.3K,156K,4.27K,0.2
14395,foodie_blest,1.4K,156K,1.36K,2.1
14396,nupuurpatil,821,156K,821,0.3
14397,1111divinelight1111,19.5K,156K,19.53K,0.7
14398,hannesbieger,2.2K,156K,2.19K,1.6
14399,peru.destinations,2.6K,155.9K,2.60K,1
14400,musethebarber,2.9K,155.9K,2.89K,0.2
14401,jaycoset_,33,155.9K,33,38.8
14402,ournextflight,763,155.9K,763,4.4
14403,gettyfc,2.1K,155.9K,2.09K,0.4
14404,alinaakselrad,1.2K,155.9K,1.21K,9
14405,randywongg,157,155.9K,157,20.9
14406,shamszfit,1.5K,155.9K,1.49K,3.4
14407,intervallenato,32.5K,155.9K,32.54K,0.1
14408,sethobrien,90,155.9K,90,2
14409,clothiraindia,1.9K,155.9K,1.94K,0.1
14410,hector_marchena_,2.9K,155.9K,2.93K,3.1
14411,ayraaryssa,61,155.9K,61,9.9
14412,rishabshettyfilms,833,155.9K,833,7.2
14413,dr.aanchal.md,741,155.9K,741,1.7
14414,consul,279,155.9K,279,1.4
14415,bodypack,2.6K,155.9K,2.57K,0.5
14416,magalielb,877,155.9K,877,4.6
14417,rushi_creations147,263,155.9K,263,3
14418,comedywildlifephoto,489,155.9K,489,1.5
14419,sarmisthaacharjee,2K,155.9K,2K,1.3
14420,bowsandarrowsflowers,2.2K,155.9K,2.18K,0.9
14421,saumya332,282,155.9K,282,5.5
14422,jensincero,1K,155.9K,1K,0.7
14423,homescapefreestar,4.2K,155.9K,4.24K,0
14424,lalineisrael,2.8K,155.9K,2.81K,0.2
14425,digiartpiles,97,155.8K,97,2.1
14426,oralb,363,155.8K,363,0.2
14427,eleven2x,9,155.8K,9,6.6
14428,minisoindia,1.5K,155.8K,1.53K,1.2
14429,akosua_beatrix,493,155.8K,493,1.1
14430,pokeypotpie,2.7K,155.8K,2.74K,5.4
14431,kritikasharmaofficial_,657,155.8K,1,0
14432,bo.czeq,210,155.8K,210,4.8
14433,helenblandino,6.6K,155.8K,6.64K,3.2
14434,prixworkshop,244,155.8K,244,1.1
14435,visitsaudi,842,155.8K,842,2.6
14436,politicaljokesid,3.5K,155.8K,3.46K,4
14437,suzanneschulting,856,155.8K,856,9.2
14438,art_dentaire,239,155.8K,239,1.1
14439,rhystothehoskins,306,155.8K,306,9.9
14440,retro_95,659,155.8K,659,0.6
14441,bollywoodbiz,286,155.7K,286,0.3
14442,farmashopuy,1.7K,155.7K,1.72K,0.1
14443,portraits_avenue,763,155.7K,763,0.9
14444,captain_mew,1.2K,155.7K,1.25K,1.9
14445,alfdns,2.2K,155.7K,2.21K,1.3
14446,andreabruce,586,155.7K,586,0.7
14447,adellejewellery,4.1K,155.7K,4.10K,0.3
14448,cbmodification,1.3K,155.7K,1.33K,1
14449,night_riders_89,313,155.7K,313,10.3
14450,onepiecelit,121,155.7K,121,10
14451,carlyanndell,2K,155.7K,2.03K,3
14452,carnifex,2.2K,155.7K,2.16K,1.5
14453,lestitisdupsgofficiel,2.8K,155.7K,2.76K,0.8
14454,joebruzas,408,155.7K,408,5.2
14455,shumonna_mathur,1.3K,155.7K,1.31K,0.6
14456,saraphinaviolin,1.1K,155.7K,1.05K,4.4
14457,turboxtreme,1.3K,155.7K,1.29K,5.8
14458,poggytheman,875,155.7K,875,2.3
14459,gcalories,2.1K,155.7K,2.13K,0.2
14460,masalabeads,2.6K,155.6K,2.63K,1.8
14461,kayla_b_fit,156,155.6K,156,1.9
14462,nourish_naturally,4.3K,155.6K,4.34K,0.2
14463,droidlime,1.4K,155.6K,1.35K,0.9
14464,vodafoneit,474,155.6K,474,0.4
14465,jesusneyra,1.1K,155.6K,1.08K,2.7
14466,chronicflowers,107,155.6K,107,4.3
14467,jeroom.inc,139,155.6K,139,8.8
14468,leandilustra,805,155.6K,805,3.2
14469,mohammadrezaoshrieh,79,155.6K,79,8.9
14470,isnasutanto,3K,155.6K,3K,0.4
14471,designpataki,2.1K,155.6K,2.11K,1.1
14472,landmee_official,5K,155.6K,4.99K,0.1
14473,copacabanahk,2.7K,155.6K,2.69K,0.2
14474,only_one_crush,1K,155.6K,0.99K,3.8
14475,roma.jani,776,155.6K,776,1.1
14476,detallitosydecoracion,3K,155.6K,2.96K,0.1
14477,jacquelinchng,9.4K,155.6K,9.40K,0.5
14478,grandiosavenezuela,2.2K,155.6K,2.15K,2.3
14479,genelia_us,1.5K,155.5K,1.46K,2.9
14480,joelyoceannails,1K,155.5K,0.97K,7.5
14481,alyssa_therecipecritic,2.5K,155.5K,2.46K,0.5
14482,omsons_bridal_store,4.6K,155.5K,4.56K,0.3
14483,antiquorum,2K,155.5K,2K,0.1
14484,corrieredellosport,5.8K,155.5K,5.77K,0.3
14485,memories.of.india,4.4K,155.5K,4.45K,1.7
14486,xbox_spain,1.2K,155.5K,1.17K,1.9
14487,caddearena54,6.1K,155.5K,6.06K,2.1
14488,arbaniyasiz,1.4K,4.9M,1.43K,2.3
14489,jacquees,6,4.9M,6,1.4
14490,amandadupont,597,4.9M,597,1.2
14491,mumuzinho,4.1K,4.9M,4.11K,0.2
14492,sakshisingh_r,737,4.9M,737,6.2
14493,theamitbhadana,438,4.9M,438,5.5
14494,bbc,9.2K,4.9M,9.22K,0.2
14495,aranone,4.2K,3.9M,4.23K,1.8
14496,foodgod,4.3K,3.9M,4.29K,1.1
14497,vansgirls,3.6K,3.8M,3.63K,0.3
14498,jud1ka,1.7K,3.8M,1.65K,0.4
14499,behzingagram,308,3.8M,308,6.4
14500,bronny,12,5.9M,12,21.5
14501,theeconomist,16.1K,5.9M,16.12K,0.1
14502,dejloaf,9,5.9M,9,0.7
14503,funny,4.5K,5.9M,4.55K,0.3
14504,laurenconrad,1.7K,5.9M,1.69K,1.3
14505,tudosobremma,2.8K,28K,1,0.2
14506,jamesofficiel_,29,28K,29,2.3
14507,albin_veselka,374,28K,374,3
14508,maykiuz,1.1K,28K,1.07K,0.2
14509,benrashots,107,28K,107,3
14510,sanjaorlandicsretkovic,2.1K,28K,2.12K,2.9
14511,turistikanaslovensku,827,28K,827,6.9
14512,musical.tourism2.0,684,28K,684,0.9
14513,alexdjgana,234,28K,234,2.2
14514,samsmoothy,1.3K,28K,1.28K,3.2
14515,baliselebgram,331,28K,331,2.4
14516,southcongresshotel,475,28K,475,0.8
14517,featfood,518,28K,518,0.2
14518,paolomiranda86,2.3K,28K,2.34K,4.3
14519,riyadutta168,40,28K,40,5.4
14520,animekage27,1.9K,28K,1.90K,0.9
14521,musikamigdala,85,28K,85,5.4
14522,beverleyandjune,382,28K,382,2.7
14523,michael__strauss,750,28K,750,3.2
14524,igyogachallenges,3.9K,28K,3.95K,0.5
14525,ketorecipestaste,151,28K,151,0.3
14526,habibesimsekphotography,499,28K,499,0.2
14527,asalngacapruk,657,28K,657,1.3
14528,lilicoautentico,39,28K,39,1
14529,gt_the_great_,2K,28K,1.99K,6
14530,roohnall06,356,28K,356,0.4
14531,vibhagusain,325,28K,325,5.3
14532,meetliam,372,28K,372,0.3
14533,edithlebeau,1K,28K,1K,2.3
14534,miriam_james22,469,28K,469,12
14535,sukhraj_momi,444,28K,444,4.5
14536,musicdewane,493,28K,493,6
14537,ameliaelim_,72,28K,72,4.3
14538,finkewear,3K,28K,3.02K,0.8
14539,iamstillhungry_,1.4K,28K,1.37K,3.6
14540,drmartinlasso,2.6K,28K,2.65K,1.1
14541,_genesismakeupstudio,281,28K,281,7.8
14542,the_gifts_of_imperfection,798,28K,798,2.4
14543,ketrin.essens,576,28K,576,2
14544,atmos_myeongdong,3.9K,28K,3.94K,0.2
14545,addisonfarmssc,284,28K,284,6.1
14546,tonal_official,1.9K,28K,1.88K,0.2
14547,thewomanscompany,741,28K,741,0.6
14548,desidiaries_wedding,564,28K,564,0.9
14549,fadelskii,798,28K,798,6.6
14550,lusetkohenfins,1K,28K,1.05K,1.6
14551,citizenkamath,3.7K,28K,3.73K,0.6
14552,studio1911design,178,28K,178,4
14553,mastirham,1.1K,28K,1.11K,2
14554,outdoor_bd,1.1K,28K,1.09K,2.8
14555,andreagodfreyphotography,1.2K,28K,1.22K,3.7
14556,solo_radio,4.2K,28K,4.16K,0.3
14557,__malinovka__,1.1K,28K,1.15K,0.7
14558,reisezumglueck,545,28K,545,2.8
14559,jordanagoldlist,1.1K,28K,1.09K,3.9
14560,simonlarsen,5.3K,28K,5.27K,0.9
14561,pjamnicky,692,28K,692,3.1
14562,britshowjumping,1.5K,28K,1.48K,1.5
14563,hockenheimring_official,1K,28K,0.98K,1.3
14564,loves_united_venezia,1.3K,28K,1.29K,5.2
14565,benoevskii_95,2,28K,2,0.8
14566,vyanaturals,443,28K,443,0.3
14567,smthingvintage,2.3K,28K,2.31K,1.7
14568,farwestfungi,1K,28K,0.99K,0.6
14569,josephmencel,1.7K,28K,1.65K,5
14570,fabellechocolates,0.9K,28K,0.93K,0.6
14571,motivemagazine,403,28K,403,0.5
14572,juanitoramoss,1.2K,28K,1.21K,3.2
14573,northernsoulmcr,1.6K,28K,1.64K,0.4
14574,lecordonbleuaustralia,287,28K,287,1.3
14575,typexsundry,893,28K,893,0.7
14576,biancofootwear,1.6K,28K,1.55K,0.5
14577,samiyentweet,1.1K,28K,1.12K,5.2
14578,ghosh_dalia_official,201,28K,201,1.2
14579,aryanchaturvedii,167,28K,167,0.6
14580,kabooki_sandlake,401,28K,401,0.2
14581,mindthegum,496,28K,496,0.3
14582,adventures_in_abaya,770,28K,770,1.7
14583,inkedmodelshub,1K,28K,0.97K,0.2
14584,streetdancer3,366,28K,366,15
14585,teamo,0,28K,1,0
14586,mshini_ngcobo37,5,28K,5,21.5
14587,ecbg_studio,1.2K,28K,1.24K,1.3
14588,sevillasmith,1.4K,28K,1.44K,1.5
14589,saiyed_adnaan_,207,28K,207,6.1
14590,farah_omri,446,28K,446,1.4
14591,traboleh_boleh11,487,28K,487,2.5
14592,ericabarbosaoficial,1.3K,28K,1.26K,0.7
14593,grab.jabar,1K,28K,1K,0.5
14594,fahmijs,100,28K,100,3.5
14595,vavavilde,658,28K,658,1.7
14596,dhruva_anna_adda_,1.6K,28K,1.55K,7.5
14597,sketchpoetic,1.2K,28K,1.17K,3.8
14598,honey_poa,277,28K,277,1.8
14599,bryanferry_roxymusic,98,27.9K,98,6.1
14600,sierrastunts,1.1K,27.9K,1.08K,9.1
14601,happybubbleballoons,766,27.9K,766,0.4
14602,farolatino,1.9K,27.9K,1.91K,0.1
14603,putridanizar,1K,27.9K,0.97K,1.7
14604,guadalajara,716,27.9K,716,0.3
14605,simbasctanzania,7.9K,2.3M,7.88K,0.8
14606,quiksilver,5K,2.3M,4.99K,0.3
14607,yashikaaannand,679,2.3M,679,4.1
14608,jazminesullivan,177,2.3M,177,1.1
14609,dunkin,1.8K,2.3M,1.83K,1.4
14610,dareen_haddad,708,2.3M,708,0.7
14611,jalangoo,12.4K,2.3M,12.39K,0.3
14612,amelbouchoucha,1.1K,2.3M,1.11K,3.5
14613,mrapinoe,1.1K,2.3M,1.14K,2.9
14614,mynykaa,12.7K,2.3M,12.74K,0.1
14615,babbalrai9,1.4K,2.3M,1.42K,1
14616,faithiawilliams,1.4K,2.3M,1.39K,0.1
14617,karishmasharma22,1.9K,2.3M,1.88K,1.6
14618,rocky_barnes,7.9K,2.3M,7.91K,0.3
14619,tikatheiggy,814,1.1M,814,4.1
14620,timlaman,1.3K,1.1M,1.27K,1.4
14621,tvn,20.6K,1.1M,20.60K,0.1
14622,nexcarlos,1.9K,1.1M,1.85K,1.9
14623,daminichauhan_,416,1.1M,416,4
14624,raissarafaelli2,3.2K,1.1M,3.22K,0.6
14625,i.m.abhishekk,0.9K,1.1M,0.92K,1.2
14626,martika11,496,1.1M,496,7.2
14627,goodtype,6.4K,1.1M,6.38K,0.3
14628,bakayoko_official14,243,1.1M,243,2.3
14629,yomicasual,597,1.1M,597,0.5
14630,stefania_model,2.2K,1.1M,2.20K,3.2
14631,tonymixhaiti,1.1K,1.1M,1.08K,0.8
14632,losangeles_ok,4.2K,1.1M,4.21K,0.3
14633,ifoodbrasil,820,1.1M,820,0.3
14634,radvxz,887,1.1M,887,7.2
14635,bretcontreras1,3.1K,1.1M,3.12K,2.2
14636,mehdisalehpour,422,1.1M,1,0
14637,zoella,2.7K,1.1M,2.66K,0.6
14638,aaronfinch5,626,1.1M,626,4.5
14639,tejaswimadivada,593,1.1M,593,1.3
14640,gomofarah,2.1K,1.1M,2.12K,2.7
14641,dulcecandy,5.1K,1.1M,5.07K,0.8
14642,danimartinezweb,2.4K,1.1M,2.38K,3.2
14643,adulthomie,1.3K,1.1M,1,0
14644,kirklands,4.6K,1.1M,4.64K,0.8
14645,audi_city,4.7K,1.1M,4.74K,0.9
14646,torsaksit,3.6K,1.1M,3.61K,2.2
14647,putrimarino,1.4K,1.1M,1.42K,2.4
14648,copa90,11.9K,1.1M,11.95K,0.4
14649,italy24h,590,1.1M,590,1.1
14650,timferriss,1.5K,1.1M,1.50K,0.3
14651,monaratuliu,6.9K,1.1M,6.94K,1
14652,forgiato,7.7K,1.1M,7.73K,0.6
14653,kaitlynnjanderson,6,1.1M,6,2.2
14654,gringocomedia,345,1.1M,345,10.3
14655,legiaodosherois,9.4K,1.1M,9.36K,1.4
14656,thececeshow,3K,1.1M,2.96K,1.4
14657,lavar,221,1.1M,221,5.8
14658,beyondbeautynatasha,6K,1.1M,5.96K,0.4
14659,desolaoficial,12.8K,1.1M,12.85K,2
14660,chrisfroome,0.9K,1.1M,0.94K,3.7
14661,deniceemoberg,3.2K,1.1M,3.21K,1.8
14662,gunnjunhavat,1.4K,1.1M,1.38K,2.3
14663,saberabar,2.2K,1.1M,2.17K,9
14664,larabhupathi,808,1.1M,808,0.8
14665,comic_con,433,1.1M,433,0.1
14666,yurgenis,420,1.1M,420,1.7
14667,alex_stead,1.4K,1.1M,1.37K,2.3
14668,jeniferlewisforreal,500,1.1M,500,2.1
14669,pauliibolatti,1.1K,1.1M,1.10K,1.3
14670,renatavasconcellosoficial,772,1.1M,772,2.7
14671,missrabbitliciousss,49,1.1M,49,1.7
14672,katerina_kristall,893,1.1M,1,0
14673,googlemaps,1.1K,1.1M,1.13K,0.5
14674,tudosobremma,2.8K,28K,1,0.2
14675,jamesofficiel_,29,28K,29,2.3
14676,albin_veselka,374,28K,374,3
14677,maykiuz,1.1K,28K,1.07K,0.2
14678,benrashots,107,28K,107,3
14679,sanjaorlandicsretkovic,2.1K,28K,2.12K,2.9
14680,turistikanaslovensku,827,28K,827,6.9
14681,musical.tourism2.0,684,28K,684,0.9
14682,alexdjgana,234,28K,234,2.2
14683,samsmoothy,1.3K,28K,1.28K,3.2
14684,baliselebgram,331,28K,331,2.4
14685,southcongresshotel,475,28K,475,0.8
14686,featfood,518,28K,518,0.2
14687,paolomiranda86,2.3K,28K,2.34K,4.3
14688,riyadutta168,40,28K,40,5.4
14689,animekage27,1.9K,28K,1.90K,0.9
14690,musikamigdala,85,28K,85,5.4
14691,beverleyandjune,382,28K,382,2.7
14692,michael__strauss,750,28K,750,3.2
14693,igyogachallenges,3.9K,28K,3.95K,0.5
14694,ketorecipestaste,151,28K,151,0.3
14695,habibesimsekphotography,499,28K,499,0.2
14696,asalngacapruk,657,28K,657,1.3
14697,lilicoautentico,39,28K,39,1
14698,gt_the_great_,2K,28K,1.99K,6
14699,roohnall06,356,28K,356,0.4
14700,vibhagusain,325,28K,325,5.3
14701,meetliam,372,28K,372,0.3
14702,edithlebeau,1K,28K,1K,2.3
14703,miriam_james22,469,28K,469,12
14704,sukhraj_momi,444,28K,444,4.5
14705,musicdewane,493,28K,493,6
14706,ameliaelim_,72,28K,72,4.3
14707,finkewear,3K,28K,3.02K,0.8
14708,iamstillhungry_,1.4K,28K,1.37K,3.6
14709,drmartinlasso,2.6K,28K,2.65K,1.1
14710,_genesismakeupstudio,281,28K,281,7.8
14711,the_gifts_of_imperfection,798,28K,798,2.4
14712,ketrin.essens,576,28K,576,2
14713,atmos_myeongdong,3.9K,28K,3.94K,0.2
14714,addisonfarmssc,284,28K,284,6.1
14715,tonal_official,1.9K,28K,1.88K,0.2
14716,thewomanscompany,741,28K,741,0.6
14717,desidiaries_wedding,564,28K,564,0.9
14718,fadelskii,798,28K,798,6.6
14719,lusetkohenfins,1K,28K,1.05K,1.6
14720,citizenkamath,3.7K,28K,3.73K,0.6
14721,studio1911design,178,28K,178,4
14722,mastirham,1.1K,28K,1.11K,2
14723,outdoor_bd,1.1K,28K,1.09K,2.8
14724,andreagodfreyphotography,1.2K,28K,1.22K,3.7
14725,solo_radio,4.2K,28K,4.16K,0.3
14726,__malinovka__,1.1K,28K,1.15K,0.7
14727,reisezumglueck,545,28K,545,2.8
14728,jordanagoldlist,1.1K,28K,1.09K,3.9
14729,simonlarsen,5.3K,28K,5.27K,0.9
14730,pjamnicky,692,28K,692,3.1
14731,britshowjumping,1.5K,28K,1.48K,1.5
14732,hockenheimring_official,1K,28K,0.98K,1.3
14733,loves_united_venezia,1.3K,28K,1.29K,5.2
14734,benoevskii_95,2,28K,2,0.8
14735,vyanaturals,443,28K,443,0.3
14736,smthingvintage,2.3K,28K,2.31K,1.7
14737,farwestfungi,1K,28K,0.99K,0.6
14738,josephmencel,1.7K,28K,1.65K,5
14739,fabellechocolates,0.9K,28K,0.93K,0.6
14740,motivemagazine,403,28K,403,0.5
14741,juanitoramoss,1.2K,28K,1.21K,3.2
14742,northernsoulmcr,1.6K,28K,1.64K,0.4
14743,lecordonbleuaustralia,287,28K,287,1.3
14744,typexsundry,893,28K,893,0.7
